tool_id,num_jobs,avg_runtime_seconds,median_runtime_seconds,p95_runtime_seconds,avg_allocated_memory_gb,median_allocated_memory_gb,p95_allocated_memory_gb,avg_job_cost,median_job_cost,p95_job_cost,avg_input_size_mb,median_input_size_mb,p95_input_size_mb
masigpro,75,371,284,897,7.4,7.7,7.7,0.00623,0.00483,0.01527,20.5,11.0,58.9
master2pgsnp,87,119,49,302,7.1,7.7,7.7,0.00185,0.00083,0.00496,1029.8,1348.0,1825.0
matchms,8,1182,986,2072,5.8,7.7,7.7,0.01667,0.01679,0.02307,28.6,32.0,32.0
matchms_filtering,1,25,25,25,7.7,7.7,7.7,0.00043,0.00043,0.00043,4.0,4.0,4.0
matchms_formatter,10,212,129,707,7.2,7.7,7.7,0.00353,0.00212,0.01202,49.2,56.0,105.2
maxbin2,569,2443,506,11397,31.2,30.7,30.7,0.22475,0.05270,1.06642,10052.4,1807.0,38980.2
maxquant,766,17515,7329,72546,31.5,30.7,44.2,1.62210,0.79239,6.38357,6916.5,3111.5,20225.0
maxquant_mqpar,3,49418,48733,51671,7.7,7.7,7.7,0.84106,0.82941,0.87941,1957.7,1113.0,3813.0
md_converter,78,84,34,262,7.6,7.7,7.7,0.00143,0.00056,0.00446,540.7,168.0,2366.0
md_slicer,4,59,46,110,7.6,7.7,7.7,0.00100,0.00078,0.00187,137.5,124.5,281.1
mdanalysis_cosine_analysis,77,685,177,2314,7.7,7.7,7.7,0.01166,0.00301,0.03938,812.0,467.0,2047.2
mdanalysis_dihedral,4,54,44,104,7.7,7.7,7.7,0.00091,0.00074,0.00177,14.5,14.5,15.0
mdanalysis_distance,3,20,20,20,7.7,7.7,7.7,0.00033,0.00034,0.00034,14.7,15.0,15.0
mdanalysis_ramachandran_plot,2,26,26,28,3.8,3.8,3.8,0.00032,0.00032,0.00034,15.0,15.0,15.0
mdanalysis_rdf,3,36,19,66,7.7,7.7,7.7,0.00062,0.00032,0.00112,14.7,15.0,15.0
mdtag_filter,12,16,14,31,6.4,7.7,7.7,0.00026,0.00020,0.00053,27.1,1.5,84.7
medaka_consensus,14511,132,28,178,30.5,30.7,30.7,0.01163,0.00246,0.01646,29.2,2.0,43.0
medaka_consensus_pipeline,2693,216,25,735,15.1,12.3,30.7,0.02202,0.00299,0.06620,242.1,7.0,484.8
medaka_variant,21506,94,39,226,7.6,7.7,7.7,0.00159,0.00066,0.00385,31.6,13.0,64.0
medaka_variant_pipeline,541,1835,81,2310,20.1,29.9,30.7,0.16141,0.00572,0.17581,375.6,10.0,3200.0
megablast_wrapper,164,8704,1138,44642,7.6,7.7,7.7,0.14813,0.01936,0.75978,52.2,4.0,277.6
megablast_xml_parser,87,27,11,109,7.3,7.7,7.7,0.00045,0.00019,0.00185,102.9,5.0,503.8
megahit,7592,3988,117,23147,33.6,30.7,81.9,0.37526,0.00990,2.03725,2651.5,134.5,11938.2
melt,217,44,12,126,7.6,7.7,7.7,0.00075,0.00020,0.00214,24.5,1.0,23.4
meme_chip,4019,4131,974,18872,6.9,7.7,7.7,0.06980,0.01636,0.32120,116.8,1.0,92.1
meme_fimo,1673,349,10,703,7.6,7.7,7.7,0.00592,0.00017,0.01197,64.3,1.0,15.4
meme_meme,1391,459,92,1646,13.8,7.7,30.7,0.01116,0.00387,0.04400,1.3,1.0,1.0
meme_psp_gen,68,806,65,7450,7.5,7.7,7.7,0.01371,0.00111,0.12679,4.6,1.0,32.0
mergecols1,11628,88,17,234,7.6,7.7,7.7,0.00149,0.00029,0.00396,632.5,5.0,1666.3
merqury,269,2290,305,12930,8.0,7.7,12.3,0.04006,0.00504,0.22007,1456.0,66.0,8141.0
meryl,3283,1570,81,11704,115.9,125.0,125.0,0.62736,0.03040,4.47154,2987.4,327.0,14290.0
metagenomeseq_normalizaton,6,73,52,165,7.0,7.7,7.7,0.00109,0.00090,0.00214,1.2,1.0,1.8
metaphlan,343,1162,644,3093,38.0,44.2,44.2,0.16607,0.09152,0.51803,1467.8,364.0,5427.9
metaspades,3385,6184,3179,23018,31.3,30.7,30.7,0.64728,0.30593,2.31910,1759.6,520.0,7895.0
metilene,59,1755,1207,2695,10.2,7.7,20.5,0.03520,0.02296,0.07644,2834.3,2703.0,5584.0
microsatcompat,12,17,9,58,6.6,7.7,7.7,0.00028,0.00015,0.00098,1.2,1.0,2.0
microsatellite,2251,1758,99,5630,7.6,7.7,7.7,0.02836,0.00168,0.09441,2188.4,62.0,4974.0
microsatpurity,11,11,10,23,6.1,7.7,7.7,0.00018,0.00017,0.00039,29.4,1.0,89.0
microsats_align1,33,102,23,430,7.1,7.7,7.7,0.00171,0.00032,0.00731,65.2,4.0,328.4
microsats_mutability1,1,9,9,9,2.8,2.8,2.8,0.00010,0.00010,0.00010,1.0,1.0,1.0
migmap,201,6539,234,42065,28.2,29.9,30.7,0.61386,0.02369,4.00499,1140.3,26.0,8672.0
mimodd_align,120,2541,1482,7684,28.5,30.4,30.7,0.23027,0.12226,0.67560,5373.3,1919.5,18670.9
mimodd_convert,163,2188,852,8569,7.5,7.7,7.7,0.03692,0.01450,0.14585,11966.9,3741.0,42577.4
mimodd_covstats,47,1787,1648,4668,7.6,7.7,7.7,0.03025,0.02805,0.07945,954.0,948.0,2536.5
mimodd_delcall,50,9297,6524,21370,7.3,7.7,7.7,0.15737,0.11104,0.36371,13515.9,10933.0,26655.2
mimodd_info,68,18,11,48,7.7,7.7,7.7,0.00030,0.00019,0.00082,4582.9,81.5,8890.0
mimodd_map,883,130,41,174,7.5,7.7,7.7,0.00220,0.00070,0.00297,47.8,34.0,135.0
mimodd_rebase,381,17,11,48,7.5,7.7,7.7,0.00028,0.00019,0.00082,3.9,1.0,9.0
mimodd_reheader,7487,28,20,41,7.7,7.7,7.7,0.00047,0.00034,0.00070,179.4,114.0,364.5
mimodd_sort,102,2550,2030,3828,7.3,7.7,7.7,0.04334,0.03454,0.06515,2760.6,1913.5,4468.5
mimodd_varcall,1245,5376,2134,20053,21.8,29.9,30.7,0.19678,0.10278,0.71131,5460.9,3201.0,18891.6
mimodd_varextract,952,1346,1124,2923,7.6,7.7,7.7,0.02278,0.01904,0.04975,858.7,670.0,2025.8
mimodd_varreport,995,53,13,88,7.5,7.7,7.7,0.00090,0.00022,0.00143,38.0,1.0,50.0
mimodd_vcf_filter,7772,103,41,292,7.3,7.7,7.7,0.00161,0.00070,0.00357,159.5,30.0,676.0
miniasm,4089,19,9,63,16.1,7.7,32.8,0.00041,0.00019,0.00116,504.7,25.0,1627.0
minimap2,55056,394,10,488,30.6,30.7,32.8,0.03665,0.00088,0.04946,795.2,11.0,2565.5
mitohifi,14,4463,1758,13143,12.0,12.0,16.4,0.10659,0.08365,0.22368,35562.0,23816.0,80027.4
mixcr_analyze,555,25870,22182,52333,7.6,7.7,7.7,0.44029,0.37753,0.89067,3625.8,2903.0,4718.5
ml_visualization_ex,94,96,50,311,6.7,7.7,7.7,0.00152,0.00083,0.00512,1.0,1.0,1.0
mlst,2081,131,15,422,28.8,30.7,30.7,0.00913,0.00132,0.03768,129.2,10.0,573.0
mmpbsa_mmgbsa,16,34038,25542,70358,7.2,7.7,7.7,0.57920,0.43470,1.19746,1146.4,509.0,2378.0
model_prediction,142,282,106,1258,26.7,30.0,30.7,0.02726,0.00752,0.11661,183.5,42.0,905.1
modify_loom,10,124,86,369,3.8,3.8,3.8,0.00153,0.00106,0.00454,1.0,1.0,1.0
monocle3_create,8,139,156,211,6.7,7.7,7.7,0.00218,0.00192,0.00359,358.5,397.0,510.7
monocle3_diffexp,3,1005,1079,1176,3.5,3.8,3.8,0.01208,0.01328,0.01448,68.3,68.0,68.9
monocle3_learngraph,14,107,84,216,7.1,7.7,7.7,0.00177,0.00142,0.00369,176.1,211.0,211.0
monocle3_ordercells,7,80,56,147,5.9,7.7,7.7,0.00121,0.00095,0.00241,121.3,68.0,206.3
monocle3_partition,8,209,59,731,6.7,7.7,7.7,0.00350,0.00101,0.01245,108.4,62.0,199.7
monocle3_plotcells,87,59,34,194,7.1,7.7,7.7,0.00096,0.00058,0.00328,157.3,177.0,212.0
monocle3_preprocess,19,338,188,992,7.3,7.7,7.7,0.00556,0.00320,0.01688,134.9,166.0,186.0
monocle3_reducedim,21,123,102,264,7.3,7.7,7.7,0.00204,0.00174,0.00449,150.6,181.0,206.0
monocle3_topmarkers,2,100,100,115,3.8,3.8,3.8,0.00123,0.00123,0.00142,68.0,68.0,68.0
mothur_align_check,4,36,32,46,3.8,3.8,3.8,0.00044,0.00039,0.00057,1.0,1.0,1.0
mothur_align_seqs,6886,727,46,3173,34.4,30.7,92.2,0.07413,0.00431,0.30776,987.1,196.0,7025.0
mothur_amova,88,15,9,62,9.0,7.7,20.5,0.00025,0.00016,0.00105,1.0,1.0,1.0
mothur_anosim,18,27,9,124,7.3,7.7,7.7,0.00041,0.00015,0.00197,1.0,1.0,1.0
mothur_bin_seqs,19,23,17,56,6.9,7.7,7.7,0.00035,0.00029,0.00072,37.7,19.0,150.4
mothur_biom_info,584,14,9,38,7.6,7.7,7.7,0.00024,0.00015,0.00059,1.6,1.0,1.0
mothur_chimera_bellerophon,33,89,31,327,27.7,29.9,30.7,0.00883,0.00219,0.03992,1.2,1.0,2.4
mothur_chimera_ccode,5,11,10,13,9.2,3.8,25.3,0.00031,0.00012,0.00088,10.8,2.0,37.2
mothur_chimera_check,7,50,42,104,15.0,3.8,30.0,0.00416,0.00055,0.01265,1.6,2.0,2.0
mothur_chimera_perseus,2,33,33,49,3.8,3.8,3.8,0.00041,0.00041,0.00061,1.0,1.0,1.0
mothur_chimera_pintail,8,26,14,71,17.2,16.9,30.7,0.00078,0.00070,0.00164,91.4,2.0,468.7
mothur_chimera_slayer,26,125,22,424,26.3,30.0,30.7,0.01205,0.00207,0.04983,160.3,1.5,1228.3
mothur_chimera_uchime,402,25496,877,95959,29.5,30.7,30.7,2.23122,0.07299,8.33084,22.9,8.0,77.0
mothur_chimera_vsearch,4859,281,26,974,29.9,30.7,30.7,0.02463,0.00229,0.08504,144.2,5.0,432.1
mothur_chop_seqs,2285,7,6,8,30.4,30.7,30.7,0.00063,0.00053,0.00070,31.8,1.0,1.0
mothur_classify_otu,4201,41,13,136,8.5,7.7,20.5,0.00072,0.00024,0.00237,11.1,1.0,43.0
mothur_classify_rf,6,117,73,329,6.4,7.7,7.7,0.00195,0.00119,0.00560,1.3,1.0,2.5
mothur_classify_seqs,7933,1343,40,7869,30.1,30.7,30.7,0.11568,0.00334,0.67955,429.7,17.0,1776.4
mothur_classify_tree,9,1182,774,3250,11.5,7.7,20.5,0.03053,0.01317,0.07655,8.1,3.0,21.0
mothur_clearcut,48,7720,105,61995,8.5,7.7,20.5,0.13286,0.00179,1.05512,739.7,33.0,2336.1
mothur_cluster,816,150,10,532,7.8,7.7,7.7,0.00259,0.00017,0.00906,873.4,1.0,2660.5
mothur_cluster_classic,6,9782,6,43995,10.7,7.7,20.5,0.16649,0.00015,0.74878,25.0,1.0,109.0
mothur_cluster_fragments,2,9,8,9,3.8,3.8,3.8,0.00011,0.00011,0.00011,1.0,1.0,1.0
mothur_cluster_split,3008,1554,50,6580,34.4,30.7,92.2,0.15348,0.00451,0.62241,97.3,3.0,267.0
mothur_collect_shared,8,33,24,76,5.8,5.8,7.7,0.00047,0.00033,0.00118,8.4,1.0,39.4
mothur_collect_single,6,15,9,37,5.1,3.8,7.7,0.00023,0.00011,0.00064,1.3,1.0,2.5
mothur_consensus_seqs,16,689,12,3208,7.5,7.7,10.9,0.01173,0.00021,0.05460,1.9,1.0,5.0
mothur_cooccurrence,26,1269,13,5798,7.0,7.7,7.7,0.02159,0.00022,0.09868,1.8,1.0,1.0
mothur_corr_axes,24,16,10,55,6.7,7.7,7.7,0.00026,0.00016,0.00093,2.9,1.0,16.0
mothur_count_groups,2228,18,9,53,8.1,7.7,7.7,0.00031,0.00017,0.00090,4.8,1.0,6.0
mothur_count_seqs,6409,33,12,107,8.4,7.7,20.5,0.00059,0.00020,0.00191,28.4,4.0,134.0
mothur_create_database,4,7,7,9,3.8,3.8,3.8,0.00009,0.00009,0.00011,1.0,1.0,1.0
mothur_degap_seqs,235,21,12,72,7.8,7.7,7.7,0.00035,0.00020,0.00123,59.0,1.0,104.3
mothur_deunique_seqs,108,22,13,61,7.4,7.7,7.7,0.00038,0.00022,0.00104,41.3,10.0,167.0
mothur_deunique_tree,8,143,80,361,11.5,7.6,20.5,0.00282,0.00261,0.00614,2.5,1.0,5.0
mothur_dist_seqs,1041,1575,9,5708,29.8,30.7,30.7,0.13381,0.00070,0.44498,16.4,1.0,85.0
mothur_dist_shared,1595,544,57,1009,29.8,30.7,30.7,0.06326,0.00502,0.09532,1.6,1.0,2.0
mothur_fastq_info,7034,384,23,948,8.3,7.7,20.5,0.00663,0.00041,0.01657,586.6,27.0,2200.4
mothur_filter_seqs,4016,116,14,526,29.7,30.7,30.7,0.00936,0.00123,0.04380,4014.7,209.0,20684.5
mothur_filter_shared,6,26,12,71,5.1,3.8,7.7,0.00034,0.00020,0.00087,1.0,1.0,1.0
mothur_get_communitytype,8,28,11,105,17.2,16.9,30.7,0.00080,0.00097,0.00167,1.0,1.0,1.0
mothur_get_coremicrobiome,349,9,9,12,7.7,7.7,7.7,0.00016,0.00015,0.00020,1.0,1.0,1.0
mothur_get_dists,1,9,9,9,3.8,3.8,3.8,0.00011,0.00011,0.00011,1.0,1.0,1.0
mothur_get_group,43,10,9,12,7.5,7.7,7.7,0.00017,0.00015,0.00020,95.3,1.0,2.8
mothur_get_groups,758,29,10,84,7.8,7.7,7.7,0.00049,0.00017,0.00143,91.2,1.0,677.0
mothur_get_label,9,29,9,122,5.1,3.8,7.7,0.00037,0.00012,0.00151,1.0,1.0,1.0
mothur_get_lineage,24,32,12,170,9.0,7.7,20.5,0.00050,0.00023,0.00214,11.0,5.5,31.9
mothur_get_mimarkspackage,4,105,111,137,3.8,3.8,3.8,0.00130,0.00137,0.00169,1.0,1.0,1.0
mothur_get_otulabels,2,8,8,8,7.7,7.7,7.7,0.00014,0.00014,0.00014,1.5,1.5,2.0
mothur_get_otulist,21,16,9,60,8.8,7.7,20.5,0.00026,0.00017,0.00074,2.9,1.0,9.0
mothur_get_oturep,180,114,12,132,7.8,7.7,7.7,0.00195,0.00020,0.00227,195.5,4.0,700.0
mothur_get_otus,9,13,9,36,6.0,7.7,7.7,0.00021,0.00015,0.00061,4.4,1.0,19.6
mothur_get_rabund,9,10,8,15,6.0,7.7,7.7,0.00015,0.00014,0.00026,28.0,1.0,104.0
mothur_get_relabund,355,11,8,19,7.6,7.5,7.7,0.00019,0.00014,0.00032,3.6,1.0,2.0
mothur_get_sabund,9,28,13,73,6.0,7.7,7.7,0.00037,0.00022,0.00090,25.8,1.0,104.0
mothur_get_seqs,19,34,9,98,6.1,7.7,7.7,0.00056,0.00015,0.00168,340.4,7.0,794.1
mothur_get_sharedseqs,16,13,9,30,4.8,3.8,7.7,0.00018,0.00011,0.00043,2.1,1.0,5.2
mothur_hcluster,2,32,32,34,7.7,7.7,7.7,0.00054,0.00054,0.00058,1.0,1.0,1.0
mothur_heatmap_bin,65,45,11,64,7.7,7.7,7.7,0.00077,0.00019,0.00109,15.8,1.0,17.6
mothur_heatmap_sim,6350,21,9,46,8.0,7.7,7.7,0.00037,0.00015,0.00078,1.6,1.0,1.0
mothur_homova,66,11,9,23,9.4,7.7,20.5,0.00020,0.00015,0.00039,1.0,1.0,1.0
mothur_indicator,16,9,8,13,17.1,16.9,30.7,0.00048,0.00032,0.00117,1.0,1.0,1.0
mothur_lefse,98,27,12,88,7.9,7.7,7.7,0.00046,0.00021,0.00150,12.2,1.0,167.0
mothur_libshuff,4,9,10,10,3.8,3.8,3.8,0.00011,0.00012,0.00012,1.0,1.0,1.0
mothur_list_otulabels,27,14,9,49,7.6,7.7,7.7,0.00024,0.00015,0.00084,8.4,1.0,3.0
mothur_list_seqs,142,56,13,124,7.6,7.7,7.7,0.00095,0.00022,0.00211,355.3,30.5,1284.6
mothur_make_biom,1582,22,10,73,12.8,7.7,92.2,0.00054,0.00017,0.00150,4.2,1.0,20.0
mothur_make_contigs,14976,526,91,2140,30.1,30.7,30.7,0.04425,0.00781,0.18257,614.9,104.0,2596.0
mothur_make_design,85,20,10,82,7.7,7.7,7.7,0.00034,0.00017,0.00138,34.2,1.0,167.0
mothur_make_fastq,159,595,103,649,8.4,7.7,20.5,0.01268,0.00167,0.01190,633.9,138.0,1339.6
mothur_make_group,2330,58,13,132,8.4,7.7,20.5,0.00100,0.00022,0.00234,147.3,14.0,459.1
mothur_make_lefse,419,19,10,69,9.2,7.7,20.5,0.00034,0.00017,0.00117,2.9,1.0,9.0
mothur_make_lookup,4,8,9,10,3.8,3.8,3.8,0.00010,0.00011,0.00012,2.0,2.0,2.0
mothur_make_shared,3163,13,10,31,8.3,7.7,7.7,0.00023,0.00017,0.00054,4.9,1.0,16.0
mothur_make_sra,2,92,92,166,3.8,3.8,3.8,0.00113,0.00113,0.00204,1.0,1.0,1.0
mothur_mantel,2,9,8,9,3.8,3.8,3.8,0.00011,0.00011,0.00011,1.0,1.0,1.0
mothur_merge_count,111,17,11,45,7.7,7.7,7.7,0.00028,0.00019,0.00077,62.0,3.0,53.5
mothur_merge_files,2669,41,11,125,8.4,7.7,20.5,0.00072,0.00020,0.00217,1072.7,28.0,4518.4
mothur_merge_groups,33,425,26,3235,6.6,7.7,7.7,0.00717,0.00044,0.05506,114.5,3.0,775.0
mothur_merge_sfffiles,2,6,6,6,3.8,3.8,3.8,0.00007,0.00007,0.00007,1.0,1.0,1.0
mothur_merge_taxsummary,6,9,8,10,6.4,7.7,7.7,0.00013,0.00015,0.00017,1.0,1.0,1.0
mothur_metastats,28,84,7,650,26.7,30.7,30.7,0.00740,0.00062,0.05722,1.3,1.0,3.7
mothur_mimarks_attributes,2,8,8,8,3.8,3.8,3.8,0.00010,0.00010,0.00010,1.0,1.0,1.0
mothur_nmds,209,18,10,67,7.6,7.7,7.7,0.00031,0.00017,0.00114,1.0,1.0,1.0
mothur_normalize_shared,16,9,9,12,6.7,7.7,7.7,0.00014,0.00014,0.00022,2.5,1.0,7.5
mothur_otu_association,20,47,16,105,6.9,7.7,7.7,0.00076,0.00028,0.00178,1.2,1.0,1.2
mothur_otu_hierarchy,2,8,8,9,3.8,3.8,3.8,0.00010,0.00010,0.00011,1.0,1.0,1.0
mothur_pairwise_seqs,68,791,7,756,28.7,30.7,30.7,0.06928,0.00062,0.06652,1.1,1.0,1.0
mothur_parse_list,4,8,8,9,3.8,3.8,3.8,0.00010,0.00011,0.00011,1.0,1.0,1.0
mothur_parsimony,55,122,60,525,29.6,30.7,30.7,0.01066,0.00528,0.04604,1.0,1.0,1.0
mothur_pca,22,6021,20,43877,9.0,7.7,20.5,0.10630,0.00035,0.74676,1.0,1.0,1.0
mothur_pcoa,490,17,10,67,9.3,7.7,20.5,0.00030,0.00017,0.00113,1.0,1.0,1.0
mothur_pcr_seqs,466,226,10,604,29.8,30.7,30.7,0.01974,0.00083,0.05313,793.3,2.0,7007.0
mothur_phylo_diversity,56,15,8,10,26.1,29.9,30.7,0.00122,0.00062,0.00089,1.1,1.0,1.0
mothur_phylotype,109,38,14,129,7.5,7.7,7.7,0.00065,0.00024,0.00219,20.2,2.0,38.6
mothur_pre_cluster,4252,1188,16,3147,29.7,30.7,30.7,0.10282,0.00123,0.26550,195.7,7.0,740.3
mothur_primer_design,2,10,10,10,3.8,3.8,3.8,0.00012,0.00012,0.00012,1.0,1.0,1.0
mothur_rarefaction_shared,80,347,12,903,7.6,7.7,7.7,0.00628,0.00021,0.01684,18.0,1.0,9.2
mothur_rarefaction_single,2418,182,10,277,29.9,30.7,30.7,0.01583,0.00088,0.03082,1.8,1.0,2.0
mothur_remove_dists,2,167,166,310,3.8,3.8,3.8,0.00205,0.00205,0.00381,1.0,1.0,1.0
mothur_remove_groups,1189,20,10,70,8.0,7.7,7.7,0.00035,0.00017,0.00122,30.8,1.0,204.8
mothur_remove_lineage,2991,45,12,121,8.0,7.7,7.7,0.00077,0.00020,0.00209,164.4,1.0,311.5
mothur_remove_otulabels,4,38,8,110,3.8,3.8,3.8,0.00046,0.00011,0.00136,1.0,1.0,1.0
mothur_remove_otus,3,71,63,132,3.8,3.8,3.8,0.00087,0.00078,0.00163,1.0,1.0,1.0
mothur_remove_rare,58,15,10,52,7.0,7.7,7.7,0.00024,0.00018,0.00089,10.3,1.0,22.0
mothur_remove_seqs,3964,31,12,109,7.9,7.7,7.7,0.00053,0.00020,0.00186,78.1,3.0,286.7
mothur_rename_seqs,586,20,14,39,7.9,7.7,7.7,0.00033,0.00024,0.00066,26.5,22.0,65.0
mothur_reverse_seqs,671,91,12,231,8.2,7.7,7.7,0.00184,0.00020,0.00394,221.2,3.0,406.5
mothur_screen_seqs,16398,66,12,204,29.9,30.7,30.7,0.00546,0.00104,0.01682,1801.4,60.0,6891.7
mothur_sens_spec,4,8,8,10,3.8,3.8,3.8,0.00010,0.00010,0.00012,1.0,1.0,1.0
mothur_seq_error,564,462,9,396,29.9,30.7,30.7,0.03948,0.00078,0.03442,7.5,1.0,18.0
mothur_sffinfo,86,47,17,125,7.5,7.7,7.7,0.00080,0.00029,0.00214,62.5,18.0,46.8
mothur_shhh_flows,14,4010,1132,14925,26.7,30.7,30.7,0.35149,0.09965,1.31331,8.1,7.5,16.4
mothur_shhh_seqs,47,18197,8315,76508,32.7,30.7,30.7,2.09141,0.73166,8.27623,37.0,15.0,134.4
mothur_sort_seqs,30,12,10,18,6.8,7.7,7.7,0.00020,0.00017,0.00029,18.2,26.0,43.6
mothur_split_abund,146,52,11,226,7.5,7.7,7.7,0.00089,0.00019,0.00385,157.5,1.0,1532.3
mothur_split_groups,5,17,15,35,11.3,7.7,20.5,0.00036,0.00048,0.00064,186.0,268.0,367.2
mothur_sub_sample,1923,17,9,59,7.9,7.7,7.7,0.00030,0.00015,0.00100,14.1,1.0,3.0
mothur_summary_qual,6,473,196,1332,6.4,7.7,7.7,0.00793,0.00319,0.02267,1040.3,225.0,3361.5
mothur_summary_seqs,20563,30,10,95,29.9,30.7,30.7,0.00246,0.00079,0.00783,1372.8,39.0,4441.0
mothur_summary_shared,26,84,8,591,22.3,30.7,30.7,0.00723,0.00058,0.05209,2.9,1.0,1.0
mothur_summary_single,1729,22,9,55,8.1,7.7,7.7,0.00037,0.00017,0.00094,2.0,1.0,2.0
mothur_summary_tax,773,46,20,96,7.7,7.7,7.7,0.00078,0.00034,0.00166,34.1,27.0,96.0
mothur_taxonomy_to_krona,14310,18,9,44,9.0,7.7,27.2,0.00033,0.00015,0.00078,2.2,1.0,2.0
mothur_tree_shared,5774,11,7,15,29.9,30.7,30.7,0.00093,0.00062,0.00122,1.4,1.0,1.0
mothur_trim_flows,125,23,15,65,29.6,30.7,30.7,0.00196,0.00132,0.00570,23.4,21.0,46.0
mothur_trim_seqs,661,18,10,45,29.4,30.7,30.7,0.00136,0.00087,0.00352,237.7,44.0,1516.0
mothur_unifrac_unweighted,53,59,8,87,26.3,29.9,30.7,0.00489,0.00069,0.00509,1.1,1.0,1.0
mothur_unifrac_weighted,21,48,25,123,20.3,29.9,30.7,0.00347,0.00151,0.00799,1.0,1.0,1.0
mothur_unique_seqs,13239,45,14,163,8.6,7.7,20.5,0.00086,0.00024,0.00292,143.8,26.0,800.1
mothur_venn,1473,436,10,70,8.1,7.7,7.7,0.00744,0.00017,0.00119,34.9,1.0,3.4
msaboot,122,4348,114,13454,7.6,7.7,7.7,0.07352,0.00193,0.22898,8.6,1.0,62.0
msconvert,278,598,236,2850,7.3,7.7,7.7,0.00987,0.00397,0.04851,289.7,181.0,1080.5
msnbase_readmsdata,331,56,27,165,7.7,7.7,7.7,0.00094,0.00046,0.00282,353.8,115.0,1051.5
msstats,215,655,257,3140,8.2,7.7,7.7,0.01215,0.00432,0.06897,72.8,58.0,186.9
multigps,36,6960,440,34473,28.9,30.7,30.7,0.61405,0.04152,3.03344,906.7,10.5,2722.3
multiqc,75021,73,28,208,7.9,7.7,11.7,0.00129,0.00048,0.00361,123.4,1.0,14.0
multivariate,19,54,39,155,7.2,7.7,7.7,0.00087,0.00066,0.00203,3.6,1.0,17.0
mummer_delta_filter,205,62,11,159,7.5,7.7,7.7,0.00106,0.00019,0.00270,49.7,1.0,93.0
mummer_dnadiff,1933,309,21,263,7.5,7.7,7.7,0.00524,0.00036,0.00448,19.1,6.0,77.0
mummer_mummer,4534,453,20,357,16.1,7.7,30.7,0.03479,0.00061,0.01431,48.1,8.0,169.0
mummer_mummerplot,460,264,16,597,7.5,7.7,7.7,0.00447,0.00027,0.00934,275.1,16.0,1247.0
mummer_nucmer,6488,218,17,286,30.1,30.7,30.7,0.02689,0.00148,0.03337,122.6,9.0,960.0
mummer_show_coords,691,50,40,116,7.5,7.7,7.7,0.00084,0.00068,0.00198,254.2,208.0,693.5
music_compare,4,74,78,90,7.7,7.7,7.7,0.00126,0.00134,0.00154,63.0,63.0,84.0
music_construct_eset,50,53,33,151,7.7,7.7,7.7,0.00090,0.00056,0.00257,56.7,8.0,311.0
music_deconvolution,26,104,94,179,7.7,7.7,7.7,0.00177,0.00159,0.00305,21.0,21.0,21.0
music_inspect_eset,37,45,21,168,7.7,7.7,7.7,0.00077,0.00036,0.00286,11.1,16.0,16.0
music_manipulate_eset,3,18,18,20,7.7,7.7,7.7,0.00031,0.00031,0.00034,1.7,2.0,2.0
mut2read,31,1465,84,6853,7.3,7.7,7.7,0.02486,0.00110,0.11664,4069.1,32.0,14033.0
mut2sscs,38,5184,46,24468,7.3,7.7,7.7,0.08821,0.00078,0.41644,126.5,32.0,260.1
mutate_snp_codon_1,5,35,10,109,5.9,7.7,7.7,0.00042,0.00015,0.00123,1.0,1.0,1.0
mz_to_sqlite,8,158,28,545,21.1,30.7,30.7,0.01300,0.00242,0.04797,166.3,94.5,611.0
naive_variant_caller,4199,2335,109,13565,8.3,7.7,7.7,0.04281,0.00186,0.24752,349.9,24.0,2169.0
nanoplot,16461,153,36,431,27.7,30.0,30.7,0.01082,0.00299,0.02995,415.4,24.0,1605.0
ncbi_acc_download,873,2226,101,6485,7.4,7.7,7.7,0.03729,0.00172,0.10009,1.0,1.0,1.0
ncbi_blastdbcmd_info,49,11,9,16,7.7,7.7,7.7,0.00019,0.00015,0.00027,448.8,20.0,2786.4
ncbi_blastdbcmd_wrapper,556,158,11,176,7.6,7.7,7.7,0.00269,0.00019,0.00299,193.5,77.0,655.0
ncbi_blastn_wrapper,49576,1190,7,2990,34.6,29.9,94.2,0.41419,0.00065,0.50815,164.8,3.0,524.2
ncbi_blastp_wrapper,13408,3533,12,18930,55.1,30.7,94.2,0.94763,0.00354,5.90204,57.0,2.0,196.0
ncbi_blastx_wrapper,4384,4582,12,30697,70.5,80.0,94.2,1.59329,0.00366,3.88599,43.9,2.0,189.0
ncbi_convert2blastmask_wrapper,258,39,10,60,7.0,7.7,7.7,0.00052,0.00015,0.00067,137.1,8.0,97.0
ncbi_dustmasker_wrapper,70,486,34,1456,7.7,7.7,7.7,0.00827,0.00059,0.02478,637.0,26.0,2419.0
ncbi_makeblastdb,6193,113,14,385,8.4,7.7,20.5,0.00194,0.00026,0.00673,534.4,24.0,2097.0
ncbi_makeprofiledb,2,70,70,120,7.6,7.6,7.7,0.00118,0.00118,0.00204,1.0,1.0,1.0
ncbi_segmasker_wrapper,9,54,13,171,7.1,7.7,7.7,0.00091,0.00019,0.00291,48.3,1.0,142.8
ncbi_tblastn_wrapper,9375,236,12,93,12.1,7.7,16.4,0.05722,0.00024,0.00434,55.2,38.0,100.0
ncbi_tblastx_wrapper,333,6122,46,54384,67.2,81.9,94.2,1.29102,0.01500,7.24894,76.5,5.0,287.6
